Time,ID,Lat,Lon,Alt,WiFi Networks,SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10,
2017-11-08 19:23:29,G920FXXU5EQD3,32.10452867980712,35.207047294336306,688.8072826342835,7,Ariel_University,ec:8c:a2:08:aa:d8,2437,-73,DIRECT-80-HP DeskJet 3630 series,70:5a:0f:5c:b0:0b,2437,-84,HUAWEI_Grace_A9A9,24:1f:a0:1d:48:fb,2437,-89,Ariel_University,1c:b9:c4:14:38:28,2437,-84,Ariel_University,1c:b9:c4:16:cc:ac,5220,-89,Ariel_University,ec:8c:a2:26:d3:c8,2412,-88,,00:27:22:f3:e1:f4,2462,-89,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:23:35,G920FXXU5EQD3,32.1044482779125,35.207005361195215,689.4315697451306,6,Ariel_University,ec:8c:a2:08:aa:dc,5180,-69,Ariel_University,1c:b9:c4:15:fd:68,2462,-79,Ariel_University,ec:8c:a2:08:a2:4c,5180,-86,Ariel_University,ec:8c:a2:08:a2:48,2437,-85,Ariel_University,1c:b9:c4:16:cc:a8,2462,-85,Ariel_University,1c:b9:c4:15:41:f8,2412,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:23:40,G920FXXU5EQD3,32.104390391989114,35.20698418865288,689.8526018246771,7,Ariel_University,ec:8c:a2:08:aa:dc,5180,-61,Ariel_University,ec:8c:a2:08:aa:d8,2437,-63,Ariel_University,ec:8c:a2:08:95:8c,5180,-75,BezeqFree,06:ae:db:53:3f:a5,2437,-88,Ariel_University,1c:b9:c4:15:1f:58,2462,-87,Ariel_University,24:c9:a1:35:aa:b8,2417,-88,Ariel_University,1c:b9:c4:15:36:78,2412,-91,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:23:47,G920FXXU5EQD3,32.10429323592205,35.2069905322758,690.3840144788874,7,Ariel_University,ec:8c:a2:08:95:88,2412,-72,,ec:8c:a2:88:95:87,5180,-74,iPhone,3a:f6:43:38:40:7f,2437,-78,,ec:8c:a2:88:a2:47,5180,-88,KCG_54,00:25:86:cc:07:b2,2417,-83,Ariel_University,1c:b9:c4:15:1f:5c,5220,-90,Ariel_University,1c:b9:c4:16:28:88,2462,-89,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:26:29,G920FXXU5EQD3,32.10338398838218,35.20813300940867,694.0658498321234,10,Ariel_University,1c:b9:c4:16:d2:88,2462,-78,Ariel_University,1c:b9:c4:16:d2:88,2462,-78,Ariel_University,1c:b9:c4:16:d2:88,2462,-78,Ariel_University,1c:b9:c4:16:d2:88,2462,-78,Ariel_University,1c:b9:c4:16:d2:88,2462,-78,Ariel_University,1c:b9:c4:16:d2:88,2462,-78,Ariel_University,1c:b9:c4:16:d2:88,2462,-78,Ariel_University,1c:b9:c4:16:d2:88,2462,-78,Ariel_University,1c:b9:c4:16:d2:88,2462,-78,Ariel_University,1c:b9:c4:16:d2:88,2462,-78,
2017-11-08 19:26:35,G920FXXU5EQD3,32.103382365215595,35.20820142581524,694.1004301530279,4,Biren2809,14:ae:db:cf:86:f5,2462,-86,Ariel_University,1c:b9:c4:16:f1:98,2462,-84,norden,90:8d:78:55:1d:16,2412,-83,Ariel_University,ec:8c:a2:09:0c:c8,2412,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:26:42,G920FXXU5EQD3,32.10336422449943,35.20833910673961,694.1932067689261,5,natali,d0:0f:6d:c0:fe:7f,2452,-88,Yan,00:21:04:4c:2a:a2,2437,-89,Ariel_University,1c:b9:c4:16:f4:78,2412,-86,Ariel_University,1c:b9:c4:12:7c:c8,2462,-88,Ariel_University,ec:8c:a2:08:94:18,2412,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:30:07,G920FXXU5EQD3,32.102311484363014,35.2099970677917,697.6763632920765,10,AUC,00:27:19:e8:ed:58,2452,-67,AUC,00:27:19:e8:ed:58,2452,-67,AUC,00:27:19:e8:ed:58,2452,-67,AUC,00:27:19:e8:ed:58,2452,-67,AUC,00:27:19:e8:ed:58,2452,-67,AUC,00:27:19:e8:ed:58,2452,-67,AUC,00:27:19:e8:ed:58,2452,-67,AUC,00:27:19:e8:ed:58,2452,-67,AUC,00:27:19:e8:ed:58,2452,-67,AUC,00:27:19:e8:ed:58,2452,-67,
2017-11-08 19:30:11,G920FXXU5EQD3,32.102362968146316,35.20997838683377,697.743517539378,10,AUC,00:27:19:e8:ed:58,2452,-60,AUC,00:27:19:e8:ed:58,2452,-60,AUC,00:27:19:e8:ed:58,2452,-60,AUC,00:27:19:e8:ed:58,2452,-60,AUC,00:27:19:e8:ed:58,2452,-60,AUC,00:27:19:e8:ed:58,2452,-60,AUC,00:27:19:e8:ed:58,2452,-60,AUC,00:27:19:e8:ed:58,2452,-60,AUC,00:27:19:e8:ed:58,2452,-60,AUC,00:27:19:e8:ed:58,2452,-60,
2017-11-08 19:31:33,G920FXXU5EQD3,32.103431439524805,35.2097794756092,699.2546831316185,10,Ariel_University,1c:b9:c4:16:06:b8,2412,-69,Ariel_University,1c:b9:c4:16:06:b8,2412,-69,Ariel_University,1c:b9:c4:16:06:b8,2412,-69,Ariel_University,1c:b9:c4:16:06:b8,2412,-69,Ariel_University,1c:b9:c4:16:06:b8,2412,-69,Ariel_University,1c:b9:c4:16:06:b8,2412,-69,Ariel_University,1c:b9:c4:16:06:b8,2412,-69,Ariel_University,1c:b9:c4:16:06:b8,2412,-69,Ariel_University,1c:b9:c4:16:06:b8,2412,-69,Ariel_University,1c:b9:c4:16:06:b8,2412,-69,
2017-11-08 19:31:38,G920FXXU5EQD3,32.10349108577987,35.2098249223319,699.3949374161402,5,DIRECT-51-HP DeskJet 3630 series,3c:52:82:ef:d4:52,2437,-83,Ariel_University,1c:b9:c4:15:ed:38,2437,-80,Ariel_University,1c:b9:c4:15:fd:4c,5220,-87,Ariel_University,1c:b9:c4:15:ed:3c,5220,-88,Ariel_University,24:79:2a:2c:5c:18,2462,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:31:43,G920FXXU5EQD3,32.10355885388331,35.20987770615676,699.5430518496387,7,,1c:b9:c4:96:06:b7,5180,-82,,1c:b9:c4:95:ed:b7,5240,-90,IT-MNG,1c:b9:c4:15:ed:bc,5240,-90,Ariel_University,1c:b9:c4:16:ed:48,2437,-81,Ariel_University,1c:b9:c4:16:ed:38,2437,-83,Ariel_University,1c:b9:c4:16:ed:4c,5180,-88,Ariel_University,1c:b9:c4:15:1c:bc,5180,-89,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:31:48,G920FXXU5EQD3,32.10362848766915,35.20995221044469,699.7026246432512,6,Ariel_University,24:79:2a:2c:5c:18,2462,-87,HelpDesk,60:e3:27:7b:e0:98,2427,-89,Ariel_University,1c:b9:c4:16:ed:3c,5220,-83,Ariel_University,24:79:2a:2b:bd:88,2462,-85,Ariel_University,1c:b9:c4:15:1c:b8,2412,-86,Ariel_University,1c:b9:c4:12:af:78,2462,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:31:52,G920FXXU5EQD3,32.10365507030123,35.209989594228276,699.838038860872,10,Ariel_University,1c:b9:c4:16:06:b8,2412,-63,Ariel_University,1c:b9:c4:16:06:b8,2412,-63,Ariel_University,1c:b9:c4:16:06:b8,2412,-63,Ariel_University,1c:b9:c4:16:06:b8,2412,-63,Ariel_University,1c:b9:c4:16:06:b8,2412,-63,Ariel_University,1c:b9:c4:16:06:b8,2412,-63,Ariel_University,1c:b9:c4:16:06:b8,2412,-63,Ariel_University,1c:b9:c4:16:06:b8,2412,-63,Ariel_University,1c:b9:c4:16:06:b8,2412,-63,Ariel_University,1c:b9:c4:16:06:b8,2412,-63,
2017-11-08 19:31:57,G920FXXU5EQD3,32.10369746272259,35.21006048728997,700.0124441683311,5,DIRECT-51-HP DeskJet 3630 series,3c:52:82:ef:d4:52,2437,-78,Ariel_University,24:79:2a:2c:5b:d8,2412,-82,,8c:0c:90:ae:16:83,2447,-80,Ariel_University,24:79:2a:2c:5c:1c,5180,-87,Ariel_University,24:79:2a:2b:24:98,2412,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:32:02,G920FXXU5EQD3,32.10372918548215,35.21010896421857,700.1802735954202,6,Ariel_University,24:79:2a:2c:5c:18,2462,-76,Ariel_University,24:79:2a:2b:bd:88,2462,-80,Ariel_University,24:79:2a:2b:07:b8,2462,-78,,00:27:22:f3:bb:2b,2437,-83,Ariel_University,1c:b9:c4:16:1d:7c,5220,-87,Ariel_University,1c:b9:c4:16:e8:f8,2412,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:32:07,G920FXXU5EQD3,32.10381573084736,35.210208321643925,700.328466372568,3,Ariel_University,24:79:2a:2c:5c:1c,5180,-77,HelpDesk,60:e3:27:7b:e0:98,2427,-82,Ariel_University,24:79:2a:2b:07:bc,5180,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:32:12,G920FXXU5EQD3,32.10384797467241,35.21025295135812,700.4665543549644,2,Ariel_University,8c:0c:90:2e:e8:18,2437,-80,Ariel_University,24:79:2a:2c:61:68,2437,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:32:17,G920FXXU5EQD3,32.103888339040935,35.21030260037439,700.6082593915988,3,,1c:b9:c4:95:ed:37,5220,-85,Ariel_University,8c:0c:90:2d:34:38,2462,-85,Ariel_University,1c:b9:c4:15:41:78,2462,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:32:22,G920FXXU5EQD3,32.10392667597155,35.210386044988844,700.755646473467,1,Ariel_University,24:79:2a:2c:61:6c,5180,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:32:27,G920FXXU5EQD3,32.10396656417917,35.210496758752285,700.9014023943342,2,Ariel_University,24:79:2a:2b:24:98,2412,-82,Ariel_University,24:79:2a:2c:61:68,2437,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:32:32,G920FXXU5EQD3,32.103987227376116,35.21055626280469,701.0329851264798,4,Ariel_University,1c:b9:c4:15:ed:38,2437,-74,Ariel_University,8c:0c:90:2e:e8:18,2437,-73,Ariel_University,24:79:2a:2c:61:68,2437,-78,Ariel_University,24:79:2a:2b:24:9c,5180,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:32:37,G920FXXU5EQD3,32.104011520631225,35.21064444895631,701.1540435046987,4,Ariel_University,8c:0c:90:2d:34:38,2462,-79,Ariel_University,1c:b9:c4:15:ed:3c,5220,-79,Ariel_University,24:79:2a:2b:24:9c,5180,-83,,24:79:2a:ab:24:97,5180,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-11-08 19:32:42,G920FXXU5EQD3,32.104035502798894,35.210722336081524,701.257800444937,3,Ariel_University,1c:b9:c4:16:e8:f8,2412,-78,Ariel_University,8c:0c:90:2f:d3:d8,2462,-87,Bezeq-N_0777b8,c8:be:19:07:77:b9,2462,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 14:07:34,G920FXXU5EQD3,32.10432894787016,35.20499025104117,688.1184746940897,8,Ariel_University,24:c9:a1:33:34:68,2462,-56,Ariel_University,8c:0c:90:01:38:08,2462,-74,Ariel_University,8c:0c:90:2f:78:48,2437,-91,Ariel_University,24:c9:a1:36:51:b8,2417,-85,Ariel_University,24:c9:a1:36:52:f8,2462,-85,Ariel_University,24:c9:a1:35:a6:98,2437,-88,Ariel_University,8c:0c:90:2f:2b:98,2412,-91,Ariel_University,e0:10:7f:1a:89:c8,2437,-89,null,null,null,null,null,null,null,null,
2017-10-26 14:07:39,G920FXXU5EQD3,32.10432163923412,35.20500799394514,689.1979195458624,2,,24:c9:a1:b6:51:b3,2417,-84,island-2EE3A0,8c:0c:90:6e:e3:a3,2457,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 14:07:58,G920FXXU5EQD3,32.1043357575623,35.205252985570525,689.7481981275919,1,Ariel_University,e0:10:7f:1a:89:c8,2437,-66,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 14:08:03,G920FXXU5EQD3,32.104318498362865,35.2052789444028,689.108208298624,2,Ariel_University,8c:0c:90:2f:78:48,2437,-85,Ariel_University,24:c9:a1:35:a5:e8,2437,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 14:08:22,G920FXXU5EQD3,32.10418212732168,35.20559793245606,678.5670985186204,1,,e0:10:7f:9a:89:c3,2437,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 14:16:33,G920FXXU5EQD3,32.104478563466095,35.205572619454145,667.1822796658279,2,island-365C70,24:c9:a1:76:5c:73,2412,-82,Ariel_University,8c:0c:90:01:38:08,2462,-67,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:08:14,G920FXXU5EQD3,32.10357024644807,35.20901380162869,728.0776025200753,10,Ariel_University,1c:b9:c4:16:28:ec,5200,-37,Ariel_University,1c:b9:c4:16:28:ec,5200,-37,Ariel_University,1c:b9:c4:16:28:ec,5200,-37,Ariel_University,1c:b9:c4:16:28:ec,5200,-37,Ariel_University,1c:b9:c4:16:28:ec,5200,-37,Ariel_University,1c:b9:c4:16:28:ec,5200,-37,Ariel_University,1c:b9:c4:16:28:ec,5200,-37,Ariel_University,1c:b9:c4:16:28:ec,5200,-37,Ariel_University,1c:b9:c4:16:28:ec,5200,-37,Ariel_University,1c:b9:c4:16:28:ec,5200,-37,
2017-10-26 17:08:18,G920FXXU5EQD3,32.10356223637708,35.20896839546566,721.5007463311312,5,,8c:0c:90:ae:16:83,2412,-85,,8c:0c:90:6e:16:88,2412,-85,Ariel_University,1c:b9:c4:15:fd:4c,5180,-85,Ariel_University,1c:b9:c4:15:1c:bc,5290,-87,Ariel_University,ec:8c:a2:26:d3:68,2462,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:08:23,G920FXXU5EQD3,32.10356223637708,35.20896839546566,718.7106118542333,1,,1c:b9:c4:96:d2:87,5200,-71,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:08:28,G920FXXU5EQD3,32.10356223637708,35.20896839546566,716.5734686553644,4,DIRECT-32-HP DeskJet 3630 series,fc:3f:db:9c:43:33,2437,-93,Ariel_University,1c:b9:c4:15:1c:b8,2412,-88,Ariel_University,1c:b9:c4:16:13:08,2462,-88,Ariel_University,ec:8c:a2:08:7a:1c,5300,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:08:33,G920FXXU5EQD3,32.10356223637708,35.20896839546566,714.4500538250977,1,,1c:b9:c4:95:1c:b7,5290,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:08:47,G920FXXU5EQD3,32.103587302780696,35.20897284410964,710.0955002722885,2,Ariel_University,1c:b9:c4:16:28:e8,2412,-33,Ariel_University,1c:b9:c4:16:f1:58,2412,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:08:52,G920FXXU5EQD3,32.103578870380254,35.208982268804306,709.688391842488,4,Ariel_University,1c:b9:c4:16:28:ec,5200,-32,Ariel_University,24:79:2a:2c:3d:68,2462,-63,Ariel_University,24:79:2a:2c:3d:6c,5220,-74,Ariel_University,1c:b9:c4:12:90:b8,2462,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:08:57,G920FXXU5EQD3,32.1036455935487,35.20894091340962,706.9757352623727,2,,1c:b9:c4:96:28:e7,5200,-36,,00:1a:dd:f5:01:c4,2412,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:09:02,G920FXXU5EQD3,32.10367265959947,35.208903689392706,704.8777452562697,2,,24:79:2a:ac:3d:67,5220,-72,Ariel_University,1c:b9:c4:16:f4:28,2437,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:09:04,G920FXXU5EQD3,32.10367265959947,35.208903689392706,703.7070759926999,5,Ariel_University,24:79:2a:2c:3d:68,2462,-58,Ariel_University,24:79:2a:2c:3d:6c,5220,-68,Ariel_University,34:8f:27:20:8c:18,2412,-76,Ariel_University,34:8f:27:20:8c:1c,5180,-90,Ariel_University,1c:b9:c4:16:f4:78,2412,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:09:09,G920FXXU5EQD3,32.10370981254628,35.208972016236075,702.3527832140492,1,Ariel_University,24:79:2a:2c:3d:68,2462,-53,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 17:09:22,G920FXXU5EQD3,32.103640520472894,35.20915075190455,701.5554354416506,3,,1c:b9:c4:96:d2:87,5200,-62,,34:8f:27:a0:8c:17,5180,-90,Ariel_University,34:8f:27:20:8c:18,2412,-68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-26 19:27:29,G920FXXU5EQD3,32.171266202100874,34.92420323321108,51.396058977000486,10,KDM_B1,f8:1a:67:4c:86:dc,2442,-74,KDM_B1,f8:1a:67:4c:86:dc,2442,-74,KDM_B1,f8:1a:67:4c:86:dc,2442,-74,KDM_B1,f8:1a:67:4c:86:dc,2442,-74,KDM_B1,f8:1a:67:4c:86:dc,2442,-74,KDM_B1,f8:1a:67:4c:86:dc,2442,-74,KDM_B1,f8:1a:67:4c:86:dc,2442,-74,KDM_B1,f8:1a:67:4c:86:dc,2442,-74,KDM_B1,f8:1a:67:4c:86:dc,2442,-74,KDM_B1,f8:1a:67:4c:86:dc,2442,-74,
2017-10-27 16:13:51, A3003_28_171012,32.16876665,34.81320794,37,9,osnatg370,c0:ac:54:f5:7b:a7,2462,-86,NGOGA,30:b5:c2:fe:aa:56,2437,-87,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,2437,-94,BezeqFree,6a:12:f5:f9:5e:71,2447,-85,Howmanyistwo,74:da:38:50:77:f2,2417,-81,Robert1,3c:1e:04:03:7f:17,2412,-82,tslila,c4:3d:c7:5a:79:1c,2462,-89,OP2,a0:63:91:69:f6:af,2412,-80,Lubelsky,c0:4a:00:ba:e8:f6,2472,-88,null,null,null,null,
2017-10-27 16:13:53, A3003_28_171012,32.16876425,34.81321225,36,1,BezeqFree,6a:12:f5:f9:5e:71,2447,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:15:07, A3003_28_171012,32.16870993,34.81323603,39,4,Robert1,3c:1e:04:03:7f:17,2412,-77,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,2437,-83,HUAWEI-C7FB,48:db:50:34:c7:fb,2412,-88,hilda,00:02:6f:eb:a0:f4,2462,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
